id,invoice_id,supplier_id,supplier_name,category,amount,currency,po_number,date,amount_variance,duplicate_score,supplier_risk,po_match_confidence,tax_regulatory_compliance,commodity_volatility,historical_pattern,environmental_risk,events,commodity,provenance
INV-2026-03548,INV-2026-03548,SUP-002,Pacifica Logistics,logistics,16433.57,USD,PO-2026-013548,2026-09-24,0.3528,0.3271,0.4927,0.8558,0.8858,0.2679,0.6304,0.4456,[],pallets,synthetic_demo
INV-2026-03549,INV-2026-03549,SUP-008,Gridline Utilities,services,19882.86,USD,PO-2026-013549,2026-09-25,0.1956,0.2691,0.4303,0.8823,0.9275,0.3183,0.6779,0.3795,[],managed services,synthetic_demo
INV-2026-03550,INV-2026-03550,SUP-003,Northstar Packaging,direct_materials,4664.2,USD,PO-2026-013550,2026-09-26,0.1137,0.1996,0.4001,0.8976,0.9336,0.5634,0.8839,0.5231,[],industrial chemicals,synthetic_demo
INV-2026-03551,INV-2026-03551,SUP-005,Yangtze Raw Materials,direct_materials,28703.34,USD,PO-2026-013551,2026-09-27,0.2386,0.1941,0.6076,0.9061,0.9196,0.6029,0.6384,0.4082,[],aluminum billet,synthetic_demo
INV-2026-03552,INV-2026-03552,SUP-010,Helix Lab Supplies,mro,10794.34,USD,PO-2026-013552,2026-09-28,0.5116,0.1105,0.3927,0.9051,0.9174,0.362,0.8031,0.2793,[],lab consumables,synthetic_demo
INV-2026-03553,INV-2026-03553,SUP-001,Aster Industrial Chemicals,direct_materials,28737.45,USD,PO-2026-013553,2026-09-29,0.4232,0.1673,0.5735,0.8944,0.8944,0.4056,0.7582,0.6842,[],industrial chemicals,synthetic_demo
INV-2026-03554,INV-2026-03554,SUP-009,Rhine-Stahl Metals,mro,59082.86,USD,PO-2026-013554,2026-09-30,0.0992,0.1219,0.4159,0.9022,0.879,0.3368,0.8374,0.5334,[],maintenance kits,synthetic_demo
INV-2026-03555,INV-2026-03555,SUP-008,Gridline Utilities,indirect,38093.57,USD,PO-2026-013555,2026-10-01,0.4134,0.0961,0.2837,0.873,0.9594,0.682,0.7934,0.4114,[],safety consumables,synthetic_demo
INV-2026-03556,INV-2026-03556,SUP-010,Helix Lab Supplies,indirect,11284.93,USD,PO-2026-013556,2026-10-02,0.5041,0.3038,0.3952,0.9067,0.9532,0.3091,0.8474,0.3366,[],utilities,synthetic_demo
INV-2026-03557,INV-2026-03557,SUP-001,Aster Industrial Chemicals,direct_materials,12252.56,USD,PO-2026-013557,2026-10-03,0.2712,0.0654,0.5219,0.9149,0.945,0.3862,0.6566,0.3239,[],aluminum billet,synthetic_demo
INV-2026-03558,INV-2026-03558,SUP-002,Pacifica Logistics,logistics,5395.54,USD,PO-2026-013558,2026-10-04,0.213,0.0937,0.4239,0.9143,0.9459,0.4984,0.8452,0.2473,[],pallets,synthetic_demo
INV-2026-03559,INV-2026-03559,SUP-005,Yangtze Raw Materials,direct_materials,42434.95,USD,PO-2026-013559,2026-10-05,0.1673,0.1368,0.442,0.8616,0.8249,0.4635,0.6814,0.4518,[],resin,synthetic_demo
INV-2026-03560,INV-2026-03560,SUP-010,Helix Lab Supplies,indirect,5742.59,USD,PO-2026-013560,2026-10-06,0.3186,0.1208,0.3122,0.8826,0.9205,0.5676,0.8078,0.2646,[],safety consumables,synthetic_demo
INV-2026-03561,INV-2026-03561,SUP-008,Gridline Utilities,services,23831.28,USD,PO-2026-013561,2026-10-07,0.1768,0.2164,0.298,0.8165,0.8143,0.2533,0.8205,0.2091,[],facilities services,synthetic_demo
INV-2026-03562,INV-2026-03562,SUP-002,Pacifica Logistics,logistics,6454.56,USD,PO-2026-013562,2026-10-08,0.319,0.1442,0.3425,0.889,0.8846,0.4508,0.6682,0.3533,[],fuel surcharge,synthetic_demo
INV-2026-03563,INV-2026-03563,SUP-008,Gridline Utilities,indirect,13328.92,USD,PO-2026-013563,2026-10-09,0.1972,0.2857,0.3259,0.8714,0.9309,0.4195,0.8483,0.3701,[],safety consumables,synthetic_demo
INV-2026-03564,INV-2026-03564,SUP-008,Gridline Utilities,services,23644.52,USD,PO-2026-013564,2026-10-10,0.1689,0.2201,0.2298,0.787,0.9295,0.5249,0.8741,0.2052,[],managed services,synthetic_demo
INV-2026-03565,INV-2026-03565,SUP-001,Aster Industrial Chemicals,direct_materials,12017.08,USD,PO-2026-013565,2026-10-11,0.2821,0.0676,0.5644,0.9068,0.8671,0.5094,0.9095,0.4241,[],aluminum billet,synthetic_demo
INV-2026-03566,INV-2026-03566,SUP-006,Meridian Office Services,indirect,3933.82,USD,PO-2026-013566,2026-10-12,0.3084,0.3039,0.2502,0.8638,0.833,0.2668,0.738,0.3566,[],safety consumables,synthetic_demo
INV-2026-03567,INV-2026-03567,SUP-008,Gridline Utilities,indirect,13022.31,USD,PO-2026-013567,2026-10-13,0.2359,0.0687,0.2163,0.9196,0.9278,0.5249,0.8599,0.3978,[],utilities,synthetic_demo
INV-2026-03568,INV-2026-03568,SUP-009,Rhine-Stahl Metals,direct_materials,30166.7,USD,PO-2026-013568,2026-10-14,0.3574,0.2041,0.5548,0.9218,0.9434,0.7009,0.8489,0.4217,[],industrial chemicals,synthetic_demo
INV-2026-03569,INV-2026-03569,SUP-001,Aster Industrial Chemicals,direct_materials,10216.99,USD,PO-2026-013569,2026-10-15,0.4691,0.4047,0.5653,0.8398,0.9162,0.5737,0.8318,0.3918,[],aluminum billet,synthetic_demo
INV-2026-03570,INV-2026-03570,SUP-008,Gridline Utilities,services,11037.34,USD,PO-2026-013570,2026-10-16,0.2888,0.114,0.4449,0.7166,0.8553,0.4665,0.8176,0.4288,[],facilities services,synthetic_demo
INV-2026-03571,INV-2026-03571,SUP-008,Gridline Utilities,indirect,8846.37,USD,PO-2026-013571,2026-10-17,0.0782,0.1499,0.2641,0.7096,0.9029,0.4924,0.7477,0.4233,[],safety consumables,synthetic_demo
INV-2026-03572,INV-2026-03572,SUP-009,Rhine-Stahl Metals,direct_materials,39942.41,USD,PO-2026-013572,2026-10-18,0.207,0.2298,0.5042,0.9037,0.9207,0.5808,0.8078,0.6281,[],industrial chemicals,synthetic_demo
INV-2026-03573,INV-2026-03573,SUP-002,Pacifica Logistics,logistics,5188.84,USD,PO-2026-013573,2026-10-19,0.1076,0.3094,0.284,0.9224,0.9622,0.5626,0.8717,0.5375,[],fuel surcharge,synthetic_demo
INV-2026-03574,INV-2026-03574,SUP-006,Meridian Office Services,indirect,1977.97,USD,PO-2026-013574,2026-10-20,0.1655,0.1788,0.2183,0.7378,0.9209,0.3434,0.8378,0.3429,[],packaging,synthetic_demo
INV-2026-03575,INV-2026-03575,SUP-008,Gridline Utilities,indirect,19108.96,USD,PO-2026-013575,2026-10-21,0.1384,0.0752,0.3281,0.7664,0.9482,0.5678,0.8788,0.2563,[],office supplies,synthetic_demo
INV-2026-03576,INV-2026-03576,SUP-009,Rhine-Stahl Metals,direct_materials,33811.05,USD,PO-2026-013576,2026-10-22,0.4786,0.0887,0.4831,0.8703,0.9041,0.6948,0.8163,0.3577,[],resin,synthetic_demo
INV-2026-03577,INV-2026-03577,SUP-002,Pacifica Logistics,logistics,15963.91,USD,PO-2026-013577,2026-10-23,0.1736,0.1513,0.3902,0.8352,0.8145,0.2656,0.8583,0.3475,[],pallets,synthetic_demo
INV-2026-03578,INV-2026-03578,SUP-006,Meridian Office Services,services,2156.79,USD,PO-2026-013578,2026-10-24,0.166,0.1295,0.3079,0.7429,0.9091,0.2894,0.7359,0.2794,[],consulting hours,synthetic_demo
INV-2026-03579,INV-2026-03579,SUP-008,Gridline Utilities,services,22427.66,USD,PO-2026-013579,2026-10-25,0.2708,0.1543,0.2418,0.7856,0.9368,0.5101,0.7922,0.1458,[],facilities services,synthetic_demo
INV-2026-03580,INV-2026-03580,SUP-009,Rhine-Stahl Metals,direct_materials,30985.66,USD,PO-2026-013580,2026-10-26,0.3033,0.0577,0.4852,0.9071,0.9331,0.5038,0.8246,0.4158,[],steel coil,synthetic_demo
INV-2026-03581,INV-2026-03581,SUP-003,Northstar Packaging,indirect,3348.85,USD,PO-2026-013581,2026-10-27,0.3038,0.0713,0.1859,0.7832,0.9132,0.3319,0.8905,0.3681,[],safety consumables,synthetic_demo
INV-2026-03582,INV-2026-03582,SUP-006,Meridian Office Services,indirect,1440.71,USD,PO-2026-013582,2026-10-28,0.3712,0.0662,0.2387,0.8238,0.9395,0.3989,0.8967,0.2708,[],utilities,synthetic_demo
INV-2026-03583,INV-2026-03583,SUP-005,Yangtze Raw Materials,direct_materials,24043.98,USD,PO-2026-013583,2026-10-29,0.2394,0.077,0.5726,0.8986,0.9282,0.6169,0.8137,0.27,[],industrial chemicals,synthetic_demo
INV-2026-03584,INV-2026-03584,SUP-009,Rhine-Stahl Metals,direct_materials,35979.79,USD,PO-2026-013584,2026-10-30,0.2405,0.0442,0.446,0.9296,0.9347,0.5409,0.7094,0.231,[],resin,synthetic_demo
INV-2026-03585,INV-2026-03585,SUP-001,Aster Industrial Chemicals,direct_materials,26776.15,USD,PO-2026-013585,2026-10-31,0.3116,0.2214,0.5876,0.9297,0.9533,0.2878,0.6749,0.4267,[],resin,synthetic_demo
INV-2026-03586,INV-2026-03586,SUP-003,Northstar Packaging,direct_materials,4478.04,USD,PO-2026-013586,2026-11-01,0.1885,0.1357,0.16,0.825,0.7908,0.5515,0.7664,0.3581,[],steel coil,synthetic_demo
INV-2026-03587,INV-2026-03587,SUP-002,Pacifica Logistics,logistics,10376.63,USD,PO-2026-013587,2026-11-02,0.177,0.1626,0.5118,0.9284,0.8423,0.6443,0.8783,0.3811,[],ocean freight,synthetic_demo
INV-2026-03588,INV-2026-03588,SUP-009,Rhine-Stahl Metals,direct_materials,27933.08,USD,PO-2026-013588,2026-11-03,0.1298,0.3689,0.5679,0.8146,0.9401,0.5135,0.7774,0.4371,[],industrial chemicals,synthetic_demo
INV-2026-03589,INV-2026-03589,SUP-001,Aster Industrial Chemicals,direct_materials,26740.71,USD,PO-2026-013589,2026-11-04,0.1578,0.4579,0.5151,0.93,0.9121,0.6382,0.8459,0.4597,[],steel coil,synthetic_demo
INV-2026-03590,INV-2026-03590,SUP-003,Northstar Packaging,direct_materials,5226.77,USD,PO-2026-013590,2026-11-05,0.1496,0.0625,0.3002,0.8462,0.8508,0.4977,0.6813,0.2839,[],industrial chemicals,synthetic_demo
INV-2026-03591,INV-2026-03591,SUP-008,Gridline Utilities,indirect,18950.62,USD,PO-2026-013591,2026-11-06,0.0972,0.1976,0.385,0.702,0.9569,0.4752,0.8447,0.4645,[],safety consumables,synthetic_demo
INV-2026-03592,INV-2026-03592,SUP-009,Rhine-Stahl Metals,direct_materials,39550.73,USD,PO-2026-013592,2026-11-07,0.2275,0.0341,0.4427,0.7336,0.9275,0.5574,0.8638,0.3679,[],resin,synthetic_demo
INV-2026-03593,INV-2026-03593,SUP-001,Aster Industrial Chemicals,direct_materials,16531.5,USD,PO-2026-013593,2026-11-08,0.1057,0.1346,0.5835,0.7018,0.9006,0.6392,0.7605,0.7543,[],industrial chemicals,synthetic_demo
INV-2026-03594,INV-2026-03594,SUP-010,Helix Lab Supplies,mro,15226.63,USD,PO-2026-013594,2026-11-09,0.1732,0.0923,0.2366,0.8891,0.956,0.3755,0.8544,0.3237,[],bearings,synthetic_demo
INV-2026-03595,INV-2026-03595,SUP-008,Gridline Utilities,indirect,15727.45,USD,PO-2026-013595,2026-11-10,0.0783,0.1547,0.3753,0.7505,0.9356,0.3306,0.8038,0.3034,[],packaging,synthetic_demo
INV-2026-03596,INV-2026-03596,SUP-002,Pacifica Logistics,logistics,9926.91,USD,PO-2026-013596,2026-11-11,0.1216,0.1114,0.5943,0.859,0.8605,0.5177,0.5531,0.3782,[],ocean freight,synthetic_demo
INV-2026-03597,INV-2026-03597,SUP-001,Aster Industrial Chemicals,direct_materials,14975.87,USD,PO-2026-013597,2026-11-12,0.1992,0.0897,0.5638,0.9239,0.733,0.6424,0.7166,0.4245,"[{""type"":""compliance_flag"",""severity"":""medium"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",aluminum billet,synthetic_demo
INV-2026-03598,INV-2026-03598,SUP-003,Northstar Packaging,direct_materials,2500.63,USD,PO-2026-013598,2026-11-13,0.1063,0.2803,0.172,0.8082,0.8173,0.4511,0.8125,0.3428,[],industrial chemicals,synthetic_demo
INV-2026-03599,INV-2026-03599,SUP-005,Yangtze Raw Materials,direct_materials,31817.56,USD,PO-2026-013599,2026-11-14,0.2754,0.2976,0.7316,0.9233,0.8911,0.6732,0.7548,0.357,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",resin,synthetic_demo
INV-2026-03600,INV-2026-03600,SUP-010,Helix Lab Supplies,mro,7013.85,USD,PO-2026-013600,2026-11-15,0.3565,0.1126,0.4565,0.8805,0.924,0.5039,0.7396,0.1844,[],replacement parts,synthetic_demo
INV-2026-03601,INV-2026-03601,SUP-001,Aster Industrial Chemicals,direct_materials,32711.0,USD,PO-2026-013601,2026-11-16,0.2765,0.0779,0.4852,0.7049,0.9381,0.5204,0.8573,0.3326,[],aluminum billet,synthetic_demo
INV-2026-03602,INV-2026-03602,SUP-002,Pacifica Logistics,logistics,9943.9,USD,PO-2026-013602,2026-11-17,0.0764,0.0662,0.3077,0.8086,0.9173,0.6412,0.7785,0.3148,[],fuel surcharge,synthetic_demo
INV-2026-03603,INV-2026-03603,SUP-005,Yangtze Raw Materials,direct_materials,58862.02,USD,PO-2026-013603,2026-11-18,0.3478,0.1062,0.5009,0.8464,0.9492,0.5476,0.7814,0.3922,[],aluminum billet,synthetic_demo
INV-2026-03604,INV-2026-03604,SUP-004,Novatek IT Services,services,15369.73,USD,PO-2026-013604,2026-11-19,0.2572,0.1964,0.1688,0.8675,0.9461,0.5066,0.6039,0.2032,[],facilities services,synthetic_demo
INV-2026-03605,INV-2026-03605,SUP-001,Aster Industrial Chemicals,direct_materials,22999.1,USD,PO-2026-013605,2026-11-20,0.3269,0.071,0.5956,0.8114,0.8548,0.5397,0.7162,0.3886,[],industrial chemicals,synthetic_demo
INV-2026-03606,INV-2026-03606,SUP-002,Pacifica Logistics,logistics,11701.23,USD,PO-2026-013606,2026-11-21,0.1956,0.0999,0.3314,0.8606,0.9147,0.3377,0.8466,0.3525,[],fuel surcharge,synthetic_demo
INV-2026-03607,INV-2026-03607,SUP-005,Yangtze Raw Materials,direct_materials,30364.18,USD,PO-2026-013607,2026-11-22,0.1024,0.1054,0.7921,0.8906,0.9336,0.4828,0.7895,0.3534,"[{""type"":""supplier_distress"",""severity"":""high"",""description"":""Supplier financial or delivery health deteriorated.""}]",resin,synthetic_demo
INV-2026-03608,INV-2026-03608,SUP-009,Rhine-Stahl Metals,direct_materials,29559.68,USD,PO-2026-013608,2026-11-23,0.1123,0.1255,0.6967,0.8844,0.9191,0.4397,0.8053,0.4115,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",aluminum billet,synthetic_demo
INV-2026-03609,INV-2026-03609,SUP-001,Aster Industrial Chemicals,direct_materials,38368.33,USD,PO-2026-013609,2026-11-24,0.4639,0.099,0.5877,0.8122,0.8683,0.4758,0.8266,0.2744,[],resin,synthetic_demo
INV-2026-03610,INV-2026-03610,SUP-003,Northstar Packaging,direct_materials,3082.64,USD,PO-2026-013610,2026-11-25,0.3469,0.0727,0.2526,0.8453,0.942,0.7176,0.8763,0.5072,[],aluminum billet,synthetic_demo
INV-2026-03611,INV-2026-03611,SUP-006,Meridian Office Services,services,1069.32,USD,PO-2026-013611,2026-11-26,0.1319,0.2367,0.2423,0.902,0.8952,0.154,0.6513,0.3411,[],facilities services,synthetic_demo
INV-2026-03612,INV-2026-03612,SUP-008,Gridline Utilities,services,15262.39,USD,PO-2026-013612,2026-11-27,0.2155,0.5168,0.2153,0.8033,0.9285,0.4634,0.7516,0.2741,[],consulting hours,synthetic_demo
INV-2026-03613,INV-2026-03613,SUP-003,Northstar Packaging,indirect,7105.22,USD,PO-2026-013613,2026-11-28,0.17,0.0834,0.2013,0.7516,0.9708,0.2006,0.6662,0.3913,[],safety consumables,synthetic_demo
INV-2026-03614,INV-2026-03614,SUP-006,Meridian Office Services,indirect,1829.97,USD,PO-2026-013614,2026-11-29,0.323,0.0733,0.2537,0.8812,0.9192,0.6105,0.8468,0.1985,[],packaging,synthetic_demo
INV-2026-03615,INV-2026-03615,SUP-008,Gridline Utilities,services,19971.7,USD,PO-2026-013615,2026-11-30,0.1274,0.2187,0.2498,0.7816,0.9005,0.2843,0.7618,0.3272,[],consulting hours,synthetic_demo
INV-2026-03616,INV-2026-03616,SUP-010,Helix Lab Supplies,indirect,13212.74,USD,PO-2026-013616,2026-12-01,0.2226,0.0844,0.404,0.7248,0.9462,0.5028,0.7797,0.638,[],utilities,synthetic_demo
INV-2026-03617,INV-2026-03617,SUP-002,Pacifica Logistics,logistics,6692.49,USD,PO-2026-013617,2026-12-02,0.1742,0.121,0.4392,0.8452,0.8953,0.5853,0.6832,0.403,[],truckload freight,synthetic_demo
INV-2026-03618,INV-2026-03618,SUP-008,Gridline Utilities,services,15068.16,USD,PO-2026-013618,2026-12-03,0.3959,0.1584,0.3429,0.6732,0.9009,0.4138,0.5465,0.2507,[],managed services,synthetic_demo
INV-2026-03619,INV-2026-03619,SUP-007,Boreal Equipment Maintenance,mro,11258.27,USD,PO-2026-013619,2026-12-04,0.2861,0.233,0.2957,0.8475,0.8612,0.5158,0.8492,0.417,[],replacement parts,synthetic_demo
INV-2026-03620,INV-2026-03620,SUP-010,Helix Lab Supplies,indirect,8487.51,USD,PO-2026-013620,2026-12-05,0.1013,0.2443,0.2754,0.8818,0.8951,0.368,0.762,0.132,[],safety consumables,synthetic_demo
INV-2026-03621,INV-2026-03621,SUP-003,Northstar Packaging,indirect,4084.46,USD,PO-2026-013621,2026-12-06,0.1729,0.1863,0.2177,0.8475,0.9737,0.2942,0.78,0.1333,[],safety consumables,synthetic_demo
INV-2026-03622,INV-2026-03622,SUP-004,Novatek IT Services,services,25543.82,USD,PO-2026-013622,2026-12-07,0.244,0.2983,0.1027,0.8276,0.9509,0.2212,0.7056,0.1699,[],cloud capacity,synthetic_demo
INV-2026-03623,INV-2026-03623,SUP-005,Yangtze Raw Materials,direct_materials,39448.01,USD,PO-2026-013623,2026-12-08,0.3242,0.2039,0.555,0.8534,0.9627,0.6266,0.7847,0.2427,[],steel coil,synthetic_demo
INV-2026-03624,INV-2026-03624,SUP-010,Helix Lab Supplies,indirect,7630.93,USD,PO-2026-013624,2026-12-09,0.179,0.0751,0.2991,0.8329,0.9059,0.3419,0.7725,0.4371,[],office supplies,synthetic_demo
INV-2026-03625,INV-2026-03625,SUP-003,Northstar Packaging,indirect,7767.36,USD,PO-2026-013625,2026-12-10,0.1326,0.192,0.2954,0.8097,0.888,0.2862,0.8293,0.4426,[],utilities,synthetic_demo
INV-2026-03626,INV-2026-03626,SUP-006,Meridian Office Services,services,2595.8,USD,PO-2026-013626,2026-12-11,0.1101,0.1082,0.105,0.7557,0.9478,0.5928,0.7283,0.1346,[],cloud capacity,synthetic_demo
INV-2026-03627,INV-2026-03627,SUP-010,Helix Lab Supplies,mro,6605.22,USD,PO-2026-013627,2026-12-12,0.2563,0.0549,0.2204,0.7704,0.8683,0.4879,0.7197,0.309,[],replacement parts,synthetic_demo
INV-2026-03628,INV-2026-03628,SUP-010,Helix Lab Supplies,indirect,16128.49,USD,PO-2026-013628,2026-12-13,0.0957,0.1437,0.3929,0.8249,0.9341,0.4349,0.6961,0.4803,[],office supplies,synthetic_demo
INV-2026-03629,INV-2026-03629,SUP-002,Pacifica Logistics,logistics,5159.79,USD,PO-2026-013629,2026-12-14,0.2428,0.0561,0.389,0.9172,0.9358,0.3822,0.7773,0.3825,[],truckload freight,synthetic_demo
INV-2026-03630,INV-2026-03630,SUP-008,Gridline Utilities,services,15981.3,USD,PO-2026-013630,2026-12-15,0.1303,0.2355,0.304,0.8775,0.8337,0.4061,0.6322,0.4215,[],managed services,synthetic_demo
INV-2026-03631,INV-2026-03631,SUP-007,Boreal Equipment Maintenance,mro,19494.42,USD,PO-2026-013631,2026-12-16,0.1182,0.1201,0.5051,0.8234,0.9021,0.4966,0.8354,0.2981,[],replacement parts,synthetic_demo
INV-2026-03632,INV-2026-03632,SUP-010,Helix Lab Supplies,indirect,6990.68,USD,PO-2026-013632,2026-12-17,0.2635,0.0636,0.3023,0.6866,0.8613,0.5738,0.8963,0.1525,[],office supplies,synthetic_demo
INV-2026-03633,INV-2026-03633,SUP-003,Northstar Packaging,indirect,5634.38,USD,PO-2026-013633,2026-12-18,0.1303,0.0757,0.2068,0.9134,0.9108,0.4415,0.7866,0.1825,[],utilities,synthetic_demo
INV-2026-03634,INV-2026-03634,SUP-006,Meridian Office Services,indirect,1514.03,USD,PO-2026-013634,2026-12-19,0.1919,0.2043,0.2003,0.8695,0.9073,0.5011,0.82,0.19,[],packaging,synthetic_demo
INV-2026-03635,INV-2026-03635,SUP-008,Gridline Utilities,indirect,17582.76,USD,PO-2026-013635,2026-12-20,0.1613,0.1443,0.3279,0.8581,0.9332,0.6806,0.8302,0.3528,[],safety consumables,synthetic_demo
INV-2026-03636,INV-2026-03636,SUP-010,Helix Lab Supplies,indirect,13334.42,USD,PO-2026-013636,2026-12-21,0.0824,0.2071,0.3002,0.7496,0.9167,0.3754,0.8417,0.1234,[],packaging,synthetic_demo
INV-2026-03637,INV-2026-03637,SUP-001,Aster Industrial Chemicals,direct_materials,12787.43,USD,PO-2026-013637,2026-12-22,0.193,0.1335,0.6065,0.9406,0.9034,0.5834,0.8679,0.2262,[],industrial chemicals,synthetic_demo
INV-2026-03638,INV-2026-03638,SUP-003,Northstar Packaging,direct_materials,5490.73,USD,PO-2026-013638,2026-12-23,0.1794,0.1367,0.2541,0.8904,0.9437,0.6662,0.7264,0.3662,[],industrial chemicals,synthetic_demo
INV-2026-03639,INV-2026-03639,SUP-005,Yangtze Raw Materials,direct_materials,30554.91,USD,PO-2026-013639,2026-12-24,0.1335,0.1309,0.626,0.9032,0.9015,0.3759,0.8618,0.3682,[],steel coil,synthetic_demo
INV-2026-03640,INV-2026-03640,SUP-009,Rhine-Stahl Metals,direct_materials,78339.12,USD,PO-2026-013640,2026-12-25,0.1969,0.1917,0.5087,0.9221,0.9247,0.452,0.8245,0.5017,[],resin,synthetic_demo
INV-2026-03641,INV-2026-03641,SUP-002,Pacifica Logistics,logistics,7257.27,USD,PO-2026-013641,2026-12-26,0.3561,0.0657,0.4117,0.7875,0.912,0.4013,0.8471,0.4556,[],pallets,synthetic_demo
INV-2026-03642,INV-2026-03642,SUP-003,Northstar Packaging,direct_materials,3518.77,USD,PO-2026-013642,2026-12-27,0.2139,0.3192,0.2398,0.797,0.9411,0.371,0.8613,0.6546,[],resin,synthetic_demo
INV-2026-03643,INV-2026-03643,SUP-005,Yangtze Raw Materials,direct_materials,40764.6,USD,PO-2026-013643,2026-12-28,0.2485,0.1501,0.7606,0.8927,0.939,0.3941,0.704,0.4301,"[{""type"":""supplier_distress"",""severity"":""high"",""description"":""Supplier financial or delivery health deteriorated.""}]",aluminum billet,synthetic_demo
INV-2026-03644,INV-2026-03644,SUP-009,Rhine-Stahl Metals,direct_materials,41050.01,USD,PO-2026-013644,2026-12-29,0.1503,0.0441,0.4986,0.8736,0.9448,0.6674,0.6516,0.4079,[],resin,synthetic_demo
INV-2026-03645,INV-2026-03645,SUP-008,Gridline Utilities,services,24820.81,USD,PO-2026-013645,2026-12-30,0.2526,0.2561,0.2721,0.8732,0.9422,0.4888,0.7445,0.4487,[],cloud capacity,synthetic_demo
INV-2026-03646,INV-2026-03646,SUP-006,Meridian Office Services,indirect,1667.0,USD,PO-2026-013646,2026-12-31,0.23,0.2391,0.1672,0.8964,0.9196,0.543,0.8075,0.2629,[],safety consumables,synthetic_demo
INV-2026-03647,INV-2026-03647,SUP-008,Gridline Utilities,indirect,29822.92,USD,PO-2026-013647,2027-01-01,0.1172,0.0888,0.3875,0.7039,0.9343,0.3681,0.8234,0.4521,[],safety consumables,synthetic_demo
INV-2026-03648,INV-2026-03648,SUP-009,Rhine-Stahl Metals,direct_materials,76913.03,USD,PO-2026-013648,2027-01-02,0.1284,0.057,0.4745,0.8867,0.9302,0.4867,0.8378,0.2041,[],aluminum billet,synthetic_demo
INV-2026-03649,INV-2026-03649,SUP-003,Northstar Packaging,indirect,3895.17,USD,PO-2026-013649,2027-01-03,0.2097,0.1953,0.3329,0.7374,0.9317,0.2525,0.8571,0.2777,[],packaging,synthetic_demo
INV-2026-03650,INV-2026-03650,SUP-009,Rhine-Stahl Metals,mro,50872.24,USD,PO-2026-013650,2027-01-04,0.1593,0.2368,0.5365,0.7724,0.7836,0.518,0.8773,0.3183,[],replacement parts,synthetic_demo
INV-2026-03651,INV-2026-03651,SUP-005,Yangtze Raw Materials,direct_materials,35517.07,USD,PO-2026-013651,2026-01-05,0.3102,0.0932,0.615,0.933,0.9093,0.5659,0.8169,0.2732,[],aluminum billet,synthetic_demo
INV-2026-03652,INV-2026-03652,SUP-004,Novatek IT Services,services,16235.94,USD,PO-2026-013652,2026-01-06,0.3808,0.1214,0.2785,0.7981,0.8105,0.3838,0.634,0.1457,[],consulting hours,synthetic_demo
INV-2026-03653,INV-2026-03653,SUP-009,Rhine-Stahl Metals,mro,20615.11,USD,PO-2026-013653,2026-01-07,0.3196,0.1327,0.4584,0.8753,0.8645,0.3249,0.7777,0.3425,[],lab consumables,synthetic_demo
INV-2026-03654,INV-2026-03654,SUP-003,Northstar Packaging,direct_materials,6366.57,USD,PO-2026-013654,2026-01-08,0.3802,0.1181,0.292,0.8941,0.837,0.7889,0.7294,0.3366,"[{""type"":""commodity_spike"",""severity"":""high"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",aluminum billet,synthetic_demo
INV-2026-03655,INV-2026-03655,SUP-005,Yangtze Raw Materials,direct_materials,12212.36,USD,PO-2026-013655,2026-01-09,0.1934,0.0917,0.4597,0.819,0.8927,0.3386,0.8404,0.253,[],resin,synthetic_demo
INV-2026-03656,INV-2026-03656,SUP-010,Helix Lab Supplies,indirect,9934.69,USD,PO-2026-013656,2026-01-10,0.1259,0.1051,0.2949,0.9156,0.9315,0.4695,0.7798,0.6534,[],packaging,synthetic_demo
INV-2026-03657,INV-2026-03657,SUP-010,Helix Lab Supplies,mro,5485.13,USD,PO-2026-013657,2026-01-11,0.1525,0.1827,0.2411,0.8058,0.8026,0.5599,0.7725,0.3494,[],maintenance kits,synthetic_demo
INV-2026-03658,INV-2026-03658,SUP-002,Pacifica Logistics,logistics,14426.38,USD,PO-2026-013658,2026-01-12,0.2411,0.1061,0.4269,0.9332,0.8798,0.4154,0.6987,0.5422,[],fuel surcharge,synthetic_demo
INV-2026-03659,INV-2026-03659,SUP-008,Gridline Utilities,indirect,25965.28,USD,PO-2026-013659,2026-01-13,0.1917,0.1509,0.3566,0.8083,0.9609,0.5942,0.8669,0.1964,[],safety consumables,synthetic_demo
INV-2026-03660,INV-2026-03660,SUP-010,Helix Lab Supplies,indirect,7290.46,USD,PO-2026-013660,2026-01-14,0.1768,0.249,0.3569,0.9223,0.9311,0.4761,0.8272,0.3618,[],utilities,synthetic_demo
INV-2026-03661,INV-2026-03661,SUP-002,Pacifica Logistics,logistics,7224.02,USD,PO-2026-013661,2026-01-15,0.145,0.0833,0.3491,0.8781,0.939,0.4275,0.8068,0.5033,[],truckload freight,synthetic_demo
INV-2026-03662,INV-2026-03662,SUP-006,Meridian Office Services,indirect,2430.52,USD,PO-2026-013662,2026-01-16,0.1281,0.1988,0.2265,0.8068,0.8099,0.372,0.8599,0.2122,[],utilities,synthetic_demo
